"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Finally, our friend @maudelaquintana will join us from La Paz(Bolivia) to talk about #PWA using #Angular <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>",FALSE,1,"angularBolivia",2018-01-23 01:21:09,FALSE,"955610427257491456","955611327757725696","819263500656766976","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angularBolivia",0,FALSE,FALSE,NA,NA
"@eusoj @ErikJhordan_Rey @villanuevand @angular @toddmotto @rangleio @pluralsight Muchas gracias por compartir los r¡¦ https://t.co/XYv9mN8IBd",FALSE,2,"eusoj",2018-01-23 01:19:18,TRUE,"955610013443284992","955610860810129409","15103314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tonioguzmanf",0,FALSE,FALSE,NA,NA
"El dualismo de la vida cotidiana colonial se entiende fundamentalmente en la dicotomia Iglesia-Estado. La Iglesia f¡¦ https://t.co/8cDXha7loy",FALSE,0,NA,2018-01-23 01:18:45,TRUE,NA,"955610724251914241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vicenquintero",0,FALSE,FALSE,NA,NA
"RT @gdgspacecoast: We're happy to announce the first speaker for #DevFest Space Coast! @loiane is an #Angular #GDE from Sao Paulo, Brazil.¡¦",FALSE,0,NA,2018-01-23 01:18:31,FALSE,NA,"955610665758191616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GDGCentralFL",11,TRUE,FALSE,NA,NA
"<ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>New Senior Angular Developers in Monterey Park, CA <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://t.co/C5sVc2pd4m #Angular #CAjobs",FALSE,0,NA,2018-01-23 01:17:58,FALSE,NA,"955610527404843008",NA,"<a href=""https://angularjobs.com"" rel=""nofollow"">AJWPJB</a>","angularjobs",1,FALSE,FALSE,NA,NA
"@eusoj @tonioguzmanf @ErikJhordan_Rey @villanuevand @angular @toddmotto @pluralsight Gracias por la mencion Josue!¡¦ https://t.co/X4si9HutvP",FALSE,2,"eusoj",2018-01-23 01:17:51,TRUE,"955610013443284992","955610496073371648","15103314","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rangleio",0,FALSE,FALSE,NA,NA
"Amigos de Bolivia , no se pueden perder la siguiente meetup :) 

#Bolivia #Cochabamba #Angular #JS https://t.co/AGSK6KyMmr",FALSE,6,NA,2018-01-23 01:16:33,FALSE,NA,"955610168670281728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eusoj",3,FALSE,FALSE,NA,NA
"In case you missed it, check out ""Should I build the next version with React, Vue or Angular?""¡¦ https://t.co/TiCS860rO2",FALSE,2,NA,2018-01-23 01:16:31,TRUE,NA,"955610159887372288",NA,"<a href=""https://missinglettr.com"" rel=""nofollow"">Missinglettr</a>","eibrahim",1,FALSE,FALSE,NA,NA
"@tonioguzmanf @ErikJhordan_Rey @villanuevand @angular Siempre recomiendo UltimateAngular de @toddmotto¡¦ https://t.co/9ZxSikMjbj",FALSE,2,"tonioguzmanf",2018-01-23 01:15:56,TRUE,"955601922727309314","955610013443284992","60414339","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eusoj",0,FALSE,FALSE,NA,NA
"well input properties have broken my angular app &amp; I have no idea how to debug it",FALSE,1,NA,2018-01-23 01:14:49,FALSE,NA,"955609732030459904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gareththomasnz",0,FALSE,FALSE,NA,NA
"Say no to red tape and say yes to flextime in this awesome Angular 2 Web Master #techjob. Apply today! #SoCal https://t.co/I8SJxlRIaO",FALSE,0,NA,2018-01-23 01:14:01,FALSE,NA,"955609531513561088",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","CamdenKellyCorp",0,FALSE,FALSE,NA,NA
"RT @Develop_Angular: Angular PRO Course : ADVANCED SINGLE PAGE APPLICATIONS

¢Ñ https://t.co/qe4cTLnQ94

#Angularjs https://t.co/WxdFENUlVB",FALSE,0,NA,2018-01-23 01:13:13,FALSE,NA,"955609330371346432",NA,"<a href=""http://cloudsh.com"" rel=""nofollow"">cloudshbot</a>","cloudsh",3,TRUE,FALSE,NA,NA
"We're happy to announce our first meetup of the year!
We'll have awesome talks and @eusoj(Mexico) will join us this¡¦ https://t.co/sOdRfaTsdp",FALSE,6,NA,2018-01-23 01:11:17,TRUE,NA,"955608844054532096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angularBolivia",3,FALSE,FALSE,NA,NA
"ª½ª·ª¿ªé«ë<U+30FC>«Æ«£«ó«°ïÒëùªò¡¢«µ«Ö«·«¹«Æ«àªÉª³ªíª«feature«ì«Ù«ëªÇìòª»ªéªìªëªèª¦ªËªÊªÃªÆ¡¢ÓÞÐ®Ù¼ªÀªÈËÒ<U+767A><U+697D>ªËªÊªêª½ª¦ #Angular",FALSE,1,"saikou9901",2018-01-23 01:11:13,FALSE,"955608398795390976","955608826895650820","71798587","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saikou9901",0,FALSE,FALSE,NA,NA
"RT @moderndotweb: We're excited about the upcoming online @ThisDotMedia event 2/22! Some amazing core contributors like @BenLesh @IgorMinar¡¦",FALSE,0,NA,2018-01-23 01:11:08,FALSE,NA,"955608806980960258",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BenLesh",2,TRUE,FALSE,NA,NA
"La educacion es la piedra angular que ejercen los nacionalistas para todos sus proyectos, la<U+00A0>maquina de fabricar, f¡¦ https://t.co/lqVPjKFuVG",FALSE,0,NA,2018-01-23 01:09:45,TRUE,NA,"955608460028243969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PITI50320902",0,FALSE,FALSE,NA,NA
"WordPress Masterclass: Build Amazing Websites Without Coding

¢Ñ https://t.co/uN46jn7w3I

#angularjs https://t.co/gdpwXQnjQj",FALSE,0,NA,2018-01-23 01:09:23,FALSE,NA,"955608367883579392",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","angular_pro",0,FALSE,FALSE,NA,NA
"WordPress Masterclass: Build Amazing Websites Without Coding

¢Ñ https://t.co/Z9d4P7EesY

#angularjs https://t.co/J1NbjBbmnr",FALSE,0,NA,2018-01-23 01:09:03,FALSE,NA,"955608280478507008",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","angular__tuts",1,FALSE,FALSE,NA,NA
"angularªÎ«ë<U+30FC>«Æ«£«ó«°ïÒëù¡¢symfonyªßª¿ª¤ªËªÇª­ªÊª¤ª«ªÊª¡¡£«â«¸«å<U+30FC>«ëîï<U+4F53>ªòß¾êÈÍ­öµªÇ«¨«¤«ê«¢«¹ï·ªêª¿ª¤¡£¡£¡£",FALSE,1,NA,2018-01-23 01:08:46,FALSE,NA,"955608212589371392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saikou9901",0,FALSE,FALSE,NA,NA
"ãæª·ª¤«µ<U+30FC>«Á«³«ó«½<U+30FC>«ëªÎAngularªÇíÂªÃª¿Êïª¬ª¹ª´ª¤¡££¨¡ØAngularÞÅªÃªÆªëª«ªÉª¦ª«ªÏò±ªéªÊª¤£©",FALSE,0,NA,2018-01-23 01:07:58,FALSE,NA,"955608010788806656",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","masatomo_toyama",0,FALSE,FALSE,NA,NA
"I started building something in Angular, I've realised how great as always.",FALSE,1,NA,2018-01-23 01:05:04,FALSE,NA,"955607277825818624",NA,"<a href=""http://commiesubs.com"" rel=""nofollow"">Commie Ebooks</a>","commie_ebooks",0,FALSE,FALSE,NA,NA
"RT @Develop_Angular: Angular PRO Course : ADVANCED SINGLE PAGE APPLICATIONS

¢Ñ https://t.co/qe4cTLnQ94

#Angularjs https://t.co/WxdFENUlVB",FALSE,0,NA,2018-01-23 01:03:33,FALSE,NA,"955606898929057792",NA,"<a href=""https://mushfiqweb-todo.firebaseapp.com"" rel=""nofollow"">mushfiqweb</a>","mushfiqweb",3,TRUE,FALSE,NA,NA
"We're excited about the upcoming online @ThisDotMedia event 2/22! Some amazing core contributors like @BenLesh¡¦ https://t.co/YJzUIBXYfH",FALSE,8,NA,2018-01-23 01:02:07,TRUE,NA,"955606536176521216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","moderndotweb",2,FALSE,FALSE,NA,NA
"Ionic 3 and Angular 2: Using the Native Camera,  Take Multiple Photos with Delete Action. https://t.co/VPbBst21PM #Programming",FALSE,0,NA,2018-01-23 01:01:33,FALSE,NA,"955606395981844493",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","ComputerGuruz",0,FALSE,FALSE,NA,NA
"RT @sethfordB: if I see another high contrast, angular picture of shadows on urban landscapes captioned with a vague sentence fragment ridd¡¦",FALSE,0,NA,2018-01-23 01:01:05,FALSE,NA,"955606277111115776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sydney_shalom",1,TRUE,FALSE,NA,NA
"Deploying Angular https://t.co/fPF3Yew3qO #coding #DeployingAngular #Angular https://t.co/aoqZtuxrqn",FALSE,1,NA,2018-01-23 01:00:34,FALSE,NA,"955606148543078401",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","angularpodcast",0,FALSE,FALSE,NA,NA
"From Donkey to Unicorn: A new approach to AngularJS migration ¡¤ @jawache at @angularconnect 2017 #Angular  https://t.co/G24EUI8YnV",FALSE,0,NA,2018-01-23 01:00:06,FALSE,NA,"955606029970169856",NA,"<a href=""https://panel.socialpilot.co/"" rel=""nofollow"">SocialPilot.co</a>","eventilhq",1,FALSE,FALSE,NA,NA
"Angular PRO Course : ADVANCED SINGLE PAGE APPLICATIONS

¢Ñ https://t.co/mVBeOIuGM4

#Angularjs https://t.co/q9lcWhcYP0",FALSE,0,NA,2018-01-23 00:56:29,FALSE,NA,"955605119860723713",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Angular4_Dev",0,FALSE,FALSE,NA,NA
"Angular PRO Course : ADVANCED SINGLE PAGE APPLICATIONS

¢Ñ https://t.co/x2Sm84YLzT

#Angularjs https://t.co/8kFLPnV1Qy",FALSE,0,NA,2018-01-23 00:54:24,FALSE,NA,"955604594381516800",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Angular_Devv",0,FALSE,FALSE,NA,NA
"Angular PRO Course : ADVANCED SINGLE PAGE APPLICATIONS

¢Ñ https://t.co/qe4cTLnQ94

#Angularjs https://t.co/WxdFENUlVB",FALSE,1,NA,2018-01-23 00:54:15,FALSE,NA,"955604558801227776",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Develop_Angular",3,FALSE,FALSE,NA,NA
"Tech Junkie Blog: AngularJS SPA Part 5: Create a MongoDB Configuration File https://t.co/i3KMWJjDZC https://t.co/skejfSCxgA",FALSE,0,NA,2018-01-23 00:49:09,FALSE,NA,"955603272798167042",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","beyondcoder",0,FALSE,FALSE,NA,NA
"The Full Stack Web Development

¢Ñ https://t.co/4G4J7DJLoO

#angular2 #angular https://t.co/ZruByXMYD7",FALSE,0,NA,2018-01-23 00:48:07,FALSE,NA,"955603015779614720",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Angular_Develo",0,FALSE,FALSE,NA,NA
"#architecture #interiordesign #deco Tiny home meets treehouse in this angular backyard extension https://t.co/6SHVv9VZO0",FALSE,0,NA,2018-01-23 00:47:55,FALSE,NA,"955602963359248384",NA,"<a href=""http://thearchitectureclub.com"" rel=""nofollow"">architecturesss twitteador</a>","architecturesss",0,FALSE,FALSE,NA,NA
"RT @GaryDower: Angular JS - Most Preferable Open-Source for Mobile Apps and Web Apps by @Brainvire https://t.co/MFA7UkjVOU 

#webapps #deve¡¦",FALSE,0,NA,2018-01-23 00:47:53,FALSE,NA,"955602957235605504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rossrmiller",5,TRUE,FALSE,NA,NA
"MEAN Stack: Build an App with Angular 2+ and the Angular CLI https://t.co/6vP9pZrUOr",FALSE,0,NA,2018-01-23 00:47:14,FALSE,NA,"955602790944071681",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","iamkawsar",0,FALSE,FALSE,NA,NA
"#architecture #interiordesign #deco Tiny home meets treehouse in this angular backyard extension https://t.co/X15vHHs6oe",FALSE,1,NA,2018-01-23 00:46:51,FALSE,NA,"955602696593199104",NA,"<a href=""https://laquesea.com"" rel=""nofollow"">the_archi_mag</a>","the_archi_mag",0,FALSE,FALSE,NA,NA
"RT @dezeen: This bunker-like house in South Tyrol features an angular cutout that shelters a balcony overlooking the nearby valley: https:/¡¦",FALSE,0,NA,2018-01-23 00:46:12,FALSE,NA,"955602533044629505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lipstofingers",6,TRUE,FALSE,NA,NA
"#architecture #interiordesign #deco Tiny home meets treehouse in this angular backyard extension https://t.co/SBKTWqztYE",FALSE,0,NA,2018-01-23 00:46:05,FALSE,NA,"955602503315443713",NA,"<a href=""http://decorationandstyle.com/"" rel=""nofollow"">style_andhome twitteador2</a>","style_andhome",0,FALSE,FALSE,NA,NA
"RT @GaryDower: Angular JS - Most Preferable Open-Source for Mobile Apps and Web Apps by @Brainvire https://t.co/MFA7UkjVOU 

#webapps #deve¡¦",FALSE,0,NA,2018-01-23 00:45:56,FALSE,NA,"955602464526491649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dignetdesigns",5,TRUE,FALSE,NA,NA
"'I've taken a happening one!' Neil exclaims, brandishing an image of angular metal shapes and blue sky. 'It's a Dep¡¦ https://t.co/LvPTcDVxkO",FALSE,0,NA,2018-01-23 00:44:46,TRUE,NA,"955602170040131584",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","NeilTennantBot",0,FALSE,FALSE,NA,NA
"@ErikJhordan_Rey @eusoj @villanuevand En su apreciada y mas experimentada opinion ¢¯cuales serian los mejores recurs¡¦ https://t.co/xXGcuGSJQM",FALSE,0,"ErikJhordan_Rey",2018-01-23 00:43:47,TRUE,NA,"955601922727309314","3259094300","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tonioguzmanf",0,FALSE,FALSE,NA,NA
"RT @KrasimirTsonev: Debugging your front-end like is 2019 - check out what I was working on for the past two months https://t.co/LO7KcIm90v¡¦",FALSE,0,NA,2018-01-23 00:43:25,FALSE,NA,"955601833220825088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cakarci",59,TRUE,FALSE,NA,NA
"RT @Tanis_Vas: La igualdad es piedra angular de la democracia, quienes participamos en ella tenemos los mismos derechos para la accion publ¡¦",FALSE,0,NA,2018-01-23 00:41:24,FALSE,NA,"955601324539703297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lucecita_33",15,TRUE,FALSE,NA,NA
"The Full Stack Web Development

¢Ñ https://t.co/3oiuF89T0V

#angular2 #angular https://t.co/7VZ7WE3ged",FALSE,0,NA,2018-01-23 00:41:13,FALSE,NA,"955601279790796800",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","angular_geek",0,FALSE,FALSE,NA,NA
"The Full Stack Web Development

¢Ñ https://t.co/0ZKftut3RB

#angular2 #angular https://t.co/dQELEOsVHQ",FALSE,3,NA,2018-01-23 00:40:14,FALSE,NA,"955601030787551232",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AngularJSFan",1,FALSE,FALSE,NA,NA
"RT @dezeen: This bunker-like house in South Tyrol features an angular cutout that shelters a balcony overlooking the nearby valley: https:/¡¦",FALSE,0,NA,2018-01-23 00:39:33,FALSE,NA,"955600859047456770",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jin_Cordelia",6,TRUE,FALSE,NA,NA
